product_id,price,year,month,day,area
1,"76,500",2010,5,1,84.705
1,"77,000",2010,5,6,84.751
1,"78,300",2010,5,10,84.751
1,"75,000",2010,6,10,84.705
1,"78,000",2010,6,14,84.751
1,"103,000",2010,6,14,117.585
1,"69,000",2010,6,28,84.705
1,"68,000",2010,6,28,84.705
1,"90,000",2010,6,29,117.585
1,"85,000",2010,7,1,84.751
1,"105,000",2010,7,1,136.325
1,"125,000",2010,7,2,158.705
1,"107,000",2010,7,7,136.325
1,"74,700",2010,7,7,84.705
1,"65,750",2010,7,16,84.705
1,"105,000",2010,7,20,136.325
1,"66,000",2010,7,26,84.705
1,"68,300",2010,8,9,84.705
1,"70,000",2010,8,17,84.705
1,"153,000",2010,8,18,192.235
1,"88,750",2010,8,21,117.585
1,"71,000",2010,8,27,84.751
1,"67,750",2010,8,30,84.751
1,"105,250",2010,9,7,136.325
1,"75,500",2010,9,13,84.751
1,"127,000",2010,9,13,158.705
1,"105,000",2010,9,24,136.325
1,"99,000",2010,9,25,136.325
1,"105,250",2010,9,27,136.325
1,"68,000",2010,9,29,84.705
1,"75,300",2010,10,1,84.751
1,"152,000",2010,10,4,192.235
1,"70,000",2010,10,5,84.751
1,"111,000",2010,10,8,158.705
1,"120,000",2010,10,12,136.325
1,"74,000",2010,10,13,84.751
1,"110,000",2010,10,19,158.705
1,"72,000",2010,10,20,84.705
1,"91,000",2010,10,23,117.585
1,"75,000",2010,10,27,84.751
1,"88,200",2010,10,27,117.585
1,"75,000",2010,10,30,84.751
1,"100,500",2010,11,1,136.325
1,"68,630",2010,11,2,84.705
1,"68,300",2010,11,2,84.705
1,"73,500",2010,11,8,84.705
1,"100,000",2010,11,9,136.325
1,"108,500",2010,11,9,136.325
1,"100,000",2010,11,10,136.325
1,"110,000",2010,11,13,136.325
1,"71,000",2010,11,13,84.705
1,"95,000",2010,11,13,117.585
1,"95,000",2010,11,13,136.325
1,"93,000",2010,11,13,117.585
1,"71,000",2010,11,16,84.705
